,data,date,type
388,81.26391304347827,1987-11-29,pct_capacity
389,23.0,1987-11-29,num_shows
390,64.49493144065235,1987-12-06,avg_ticket_price_cpi
391,77.04681818181818,1987-12-06,pct_capacity
392,22.0,1987-12-06,num_shows
393,65.22359017560512,1987-12-13,avg_ticket_price_cpi
394,78.1857142857143,1987-12-13,pct_capacity
395,21.0,1987-12-13,num_shows
396,64.46701678927384,1987-12-20,avg_ticket_price_cpi
397,67.81190476190476,1987-12-20,pct_capacity
398,21.0,1987-12-20,num_shows
399,65.73113801218162,1987-12-27,avg_ticket_price_cpi
400,78.17095238095236,1987-12-27,pct_capacity
401,21.0,1987-12-27,num_shows
402,70.29941590846431,1988-01-03,avg_ticket_price_cpi
403,92.48857142857145,1988-01-03,pct_capacity
404,21.0,1988-01-03,num_shows
405,69.53330895368073,1988-01-10,avg_ticket_price_cpi
406,69.5805,1988-01-10,pct_capacity
407,20.0,1988-01-10,num_shows
408,67.31837967437203,1988-01-17,avg_ticket_price_cpi
409,74.72999999999999,1988-01-17,pct_capacity
410,19.0,1988-01-17,num_shows
411,64.55879184624091,1988-01-24,avg_ticket_price_cpi
412,72.7521052631579,1988-01-24,pct_capacity
413,19.0,1988-01-24,num_shows
414,63.90141528448913,1988-01-31,avg_ticket_price_cpi
415,72.21578947368423,1988-01-31,pct_capacity
416,19.0,1988-01-31,num_shows
417,63.41639860652731,1988-02-07,avg_ticket_price_cpi
418,66.29722222222223,1988-02-07,pct_capacity
419,18.0,1988-02-07,num_shows
420,65.15345222772278,1988-02-14,avg_ticket_price_cpi
421,73.40900000000002,1988-02-14,pct_capacity
422,20.0,1988-02-14,num_shows
423,60.20288085415685,1988-02-21,avg_ticket_price_cpi
424,77.04857142857142,1988-02-21,pct_capacity
425,21.0,1988-02-21,num_shows
426,61.42558644801981,1988-02-28,avg_ticket_price_cpi
427,68.45100000000001,1988-02-28,pct_capacity
428,20.0,1988-02-28,num_shows
429,62.70449782251436,1988-03-06,avg_ticket_price_cpi
430,69.57349999999998,1988-03-06,pct_capacity
431,20.0,1988-03-06,num_shows
432,59.07575100844103,1988-03-13,avg_ticket_price_cpi
433,73.59363636363636,1988-03-13,pct_capacity
434,22.0,1988-03-13,num_shows
435,59.19856599219393,1988-03-20,avg_ticket_price_cpi
436,75.25041666666668,1988-03-20,pct_capacity
437,24.0,1988-03-20,num_shows
438,59.82895269908185,1988-03-27,avg_ticket_price_cpi
439,73.47,1988-03-27,pct_capacity
440,23.0,1988-03-27,num_shows
441,59.40260845938949,1988-04-03,avg_ticket_price_cpi
442,69.47375,1988-04-03,pct_capacity
443,24.0,1988-04-03,num_shows
444,58.74289255928046,1988-04-10,avg_ticket_price_cpi
445,77.47759999999998,1988-04-10,pct_capacity
446,25.0,1988-04-10,num_shows
447,61.924362943581365,1988-04-17,avg_ticket_price_cpi
448,70.76199999999999,1988-04-17,pct_capacity
449,25.0,1988-04-17,num_shows
450,62.320034932315814,1988-04-24,avg_ticket_price_cpi
451,70.82222222222222,1988-04-24,pct_capacity
452,27.0,1988-04-24,num_shows
453,61.957073815345204,1988-05-01,avg_ticket_price_cpi
454,70.24999999999999,1988-05-01,pct_capacity
455,28.0,1988-05-01,num_shows
456,60.74135553494647,1988-05-08,avg_ticket_price_cpi
457,70.37068965517243,1988-05-08,pct_capacity
458,29.0,1988-05-08,num_shows
459,62.00522054371872,1988-05-15,avg_ticket_price_cpi
460,75.23714285714286,1988-05-15,pct_capacity
461,28.0,1988-05-15,num_shows
462,63.45154826405866,1988-05-22,avg_ticket_price_cpi
463,80.57839999999999,1988-05-22,pct_capacity
464,25.0,1988-05-22,num_shows
465,64.33412438875307,1988-05-29,avg_ticket_price_cpi
466,78.96958333333335,1988-05-29,pct_capacity
467,24.0,1988-05-29,num_shows
468,63.13913732751624,1988-06-05,avg_ticket_price_cpi
469,74.21333333333334,1988-06-05,pct_capacity
470,24.0,1988-06-05,num_shows
471,63.8799337797619,1988-06-12,avg_ticket_price_cpi
472,80.57999999999997,1988-06-12,pct_capacity
473,24.0,1988-06-12,num_shows
474,61.73333845711579,1988-06-19,avg_ticket_price_cpi
475,78.08041666666666,1988-06-19,pct_capacity
476,24.0,1988-06-19,num_shows
477,63.25640152597403,1988-06-26,avg_ticket_price_cpi
478,79.41199999999999,1988-06-26,pct_capacity
479,25.0,1988-06-26,num_shows
480,63.44259904935274,1988-07-03,avg_ticket_price_cpi
481,84.12149999999998,1988-07-03,pct_capacity
482,20.0,1988-07-03,num_shows
483,63.766549799863746,1988-07-10,avg_ticket_price_cpi
484,76.16210526315791,1988-07-10,pct_capacity
485,19.0,1988-07-10,num_shows
486,63.917476881067955,1988-07-17,avg_ticket_price_cpi
487,81.12400000000001,1988-07-17,pct_capacity
488,20.0,1988-07-17,num_shows
489,62.42176589227924,1988-07-24,avg_ticket_price_cpi
490,80.92095238095239,1988-07-24,pct_capacity
491,21.0,1988-07-24,num_shows
492,63.08104433656958,1988-07-31,avg_ticket_price_cpi
493,84.20199999999997,1988-07-31,pct_capacity
494,20.0,1988-07-31,num_shows
495,62.16459388794569,1988-08-07,avg_ticket_price_cpi
496,82.62263157894738,1988-08-07,pct_capacity
497,19.0,1988-08-07,num_shows
498,63.57251504032259,1988-08-14,avg_ticket_price_cpi
499,82.65799999999999,1988-08-14,pct_capacity
500,20.0,1988-08-14,num_shows
501,63.82209745967744,1988-08-21,avg_ticket_price_cpi
502,84.2395,1988-08-21,pct_capacity
503,20.0,1988-08-21,num_shows
504,63.17124675403228,1988-08-28,avg_ticket_price_cpi
505,81.941,1988-08-28,pct_capacity
506,20.0,1988-08-28,num_shows
507,60.83546453488373,1988-09-04,avg_ticket_price_cpi
508,77.18300000000002,1988-09-04,pct_capacity
509,20.0,1988-09-04,num_shows
510,62.483382243700675,1988-09-11,avg_ticket_price_cpi
511,66.59105263157896,1988-09-11,pct_capacity
512,19.0,1988-09-11,num_shows
513,63.72766737010932,1988-09-18,avg_ticket_price_cpi
514,70.53947368421053,1988-09-18,pct_capacity
515,19.0,1988-09-18,num_shows
516,62.185485745789904,1988-09-25,avg_ticket_price_cpi
517,70.2555,1988-09-25,pct_capacity
518,20.0,1988-09-25,num_shows
519,64.49938479485455,1988-10-02,avg_ticket_price_cpi
520,71.02368421052631,1988-10-02,pct_capacity
521,19.0,1988-10-02,num_shows
522,64.91940634984026,1988-10-09,avg_ticket_price_cpi
523,74.918,1988-10-09,pct_capacity
524,20.0,1988-10-09,num_shows
525,65.26989162602993,1988-10-16,avg_ticket_price_cpi
526,79.49842105263158,1988-10-16,pct_capacity
527,19.0,1988-10-16,num_shows
528,63.213580491214046,1988-10-23,avg_ticket_price_cpi
529,79.455,1988-10-23,pct_capacity
530,20.0,1988-10-23,num_shows
531,62.7652091381063,1988-10-30,avg_ticket_price_cpi
